Complaint_ID;Shipment_ID;Complaint_DateTime;Complaint_Category;Complaint_Reason;Complaint_Channel;Resolved_Flag
CMP-0002300;SHP-2025-0093013;2025-10-19 21:54:54;Other;Tracking issue;Phone;TRUE
CMP-0001725;SHP-2025-0069263;2025-08-22 09:40:22;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0000345;SHP-2025-0014075;2025-03-05 09:25:44;Failed Delivery;Customer not available;Phone;TRUE
CMP-0001398;SHP-2025-0056404;2025-07-09 12:48:32;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0001956;SHP-2025-0078661;2025-10-04 03:56:26;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0001528;SHP-2025-0061430;2025-07-20 22:36:31;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0005497;SHP-2026-0220025;2026-10-25 19:49:29;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0000656;SHP-2025-0025883;2025-04-29 13:59:00;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0004158;SHP-2026-0166139;2026-05-29 17:47:07;Incorrect Delivery;Other;Phone;TRUE
CMP-0003623;SHP-2026-0143904;2026-03-24 21:43:51;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0000967;SHP-2025-0038819;2025-05-07 16:27:42;Incorrect Delivery;Other;Email;TRUE
CMP-0003040;SHP-2025-0119499;2025-12-06 20:09:37;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0004584;SHP-2026-0183242;2026-08-04 08:28:45;Damaged Shipment;Packaging failure;Email;TRUE
CMP-0005452;SHP-2026-0218162;2026-10-24 21:58:31;Other;Tracking issue;Web Form;FALSE
CMP-0005273;SHP-2026-0211470;2026-10-18 16:35:55;Other;Tracking issue;Web Form;TRUE
CMP-0001642;SHP-2025-0066291;2025-08-14 05:30:59;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0002922;SHP-2025-0115116;2026-01-04 14:40:21;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0001692;SHP-2025-0067945;2025-08-21 05:15:13;Late Delivery;Long transit time;Phone;TRUE
CMP-0005836;SHP-2026-0232109;2026-11-19 22:13:26;Failed Delivery;Courier did not reach customer;Email;TRUE
CMP-0005945;SHP-2026-0236024;2026-12-13 20:02:12;Late Delivery;Long transit time;Phone;TRUE
CMP-0001707;SHP-2025-0068600;2025-08-04 20:13:24;Other;Tracking issue;Email;TRUE
CMP-0003739;SHP-2026-0148072;2026-04-29 21:12:20;Other;Other;Phone;TRUE
CMP-0002775;SHP-2025-0110680;2025-12-21 03:42:40;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0000639;SHP-2025-0025398;2025-04-13 22:02:25;Failed Delivery;Returned to sender;Phone;TRUE
CMP-0004973;SHP-2026-0199135;2026-09-14 14:32:27;Failed Delivery;Courier did not reach customer;Email;FALSE
CMP-0003717;SHP-2026-0147376;2026-03-15 14:13:06;Incorrect Delivery;Other;Chat;TRUE
CMP-0000974;SHP-2025-0038960;2025-05-17 00:36:44;Late Delivery;Long transit time; Chat ;TRUE
CMP-0004981;SHP-2026-0199496;2026-09-23 23:48:28;Failed Delivery;Courier did not reach customer;Email;TRUE
CMP-0001061;SHP-2025-0042646;2025-05-27 02:25:26;Incorrect Delivery;Other; Email ;TRUE
CMP-0005312;SHP-2026-0213145;2026-10-12 09:19:29;Other;Other;Email;TRUE
CMP-0005697;SHP-2026-0227425;2026-11-24 03:42:48;Failed Delivery;Delivery unsuccessful;Email;FALSE
CMP-0005598;SHP-2026-0223592;2026-11-05 16:25:40;Other;Other;Email;TRUE
CMP-0005214;SHP-2026-0208974;2026-10-11 01:16:51;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0005357;SHP-2026-0214279;2026-10-21 04:26:51;Incorrect Delivery;Other;Phone;TRUE
CMP-0005595;SHP-2026-0223517;2026-11-14 10:41:23;Incorrect Delivery;Other;Web Form;TRUE
CMP-0004518;SHP-2026-0180703;2026-07-22 22:50:30;Other;Tracking issue;Chat;TRUE
CMP-0001117;SHP-2025-0045428;2025-07-04 06:51:42;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0000749;SHP-2025-0029553;2025-05-02 16:14:59;Lost Shipment;Shipment not delivered;Email;TRUE
CMP-0006316;SHP-2026-0247414;2026-12-14 15:58:03;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0006003;SHP-2026-0238017;2026-12-18 03:39:43;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0003146;SHP-2026-0123286;2026-02-03 10:03:48;Failed Delivery;Customer not available;Phone;TRUE
CMP-0000335;SHP-2025-0013597;2025-02-25 04:40:12;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0002412;SHP-2025-0098002;2025-11-13 02:37:26;Late Delivery;Long transit time;Web Form;TRUE
CMP-0005513;SHP-2026-0220493;2026-10-06 10:46:00;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0002071;SHP-2025-0083415;2025-10-30 10:01:21;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0001442;SHP-2025-0058058;2025-07-26 14:54:55;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0001297;SHP-2025-0052233;2025-06-08 06:23:20;Damaged Shipment;Contents damaged;Web Form;TRUE
CMP-0003255;SHP-2026-0128213;2026-02-08 02:23:51;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0005749;SHP-2026-0229321;2026-11-08 18:42:19;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0003813;SHP-2026-0151106;2026-04-08 11:16:07;Lost Shipment;Declared lost;Web Form;TRUE
CMP-0000936;SHP-2025-0037076;2025-05-12 04:29:53;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0003430;SHP-2026-0135447;2026-02-06 05:23:16;Other;Tracking issue;Email;TRUE
CMP-0002357;SHP-2025-0095226;2025-11-20 08:05:12;Other;Other;Phone;TRUE
CMP-0003680;SHP-2026-0145838;2026-03-13 01:26:01;Lost Shipment;No tracking progress;Email;TRUE
CMP-0003920;SHP-2026-0155408;2026-04-28 19:24:11;Lost Shipment;Shipment not delivered;Phone;TRUE
CMP-0004872;SHP-2026-0195320;2026-08-19 14:01:59;Other;Other;Email;TRUE
CMP-0005154;SHP-2026-0206941;2026-01-02 05:41:38;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0000635;SHP-2025-0025212;2025-04-16 18:27:51;Failed Delivery;Customer not available;Web Form;TRUE
CMP-0000082;SHP-2025-0003169;2025-01-21 11:12:17;Lost Shipment;Shipment not delivered;Email;TRUE
CMP-0001522;SHP-2025-0061051;2025-07-16 06:00:30;Other;Other;Phone;TRUE
CMP-0003592;SHP-2026-0142249;2026-03-21 15:13:49;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0004931;SHP-2026-0197546;2026-08-09 12:38:17;Incorrect Delivery;Tracking issue;Email;FALSE
CMP-0001954;SHP-2025-0078563;2025-09-30 01:39:40;Failed Delivery;Customer not available;Email;TRUE
CMP-0001992;SHP-2025-0080624;2025-10-02 14:34:21;Damaged Shipment;Packaging failure;Chat;TRUE
CMP-0001618;SHP-2025-0065331;2025-08-18 05:59:27;Lost Shipment;Shipment not delivered;Phone;TRUE
CMP-0002463;SHP-2025-0099553;2025-11-15 05:32:46;Other;Other;Chat;FALSE
CMP-0005027;SHP-2026-0201232;2026-09-22 09:58:26;Failed Delivery;Customer not available;Phone;TRUE
CMP-0002929;SHP-2025-0115235;2025-12-31 01:48:41;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0001557;SHP-2025-0063010;2025-07-22 09:32:43;Failed Delivery;Returned to sender;Chat;TRUE
CMP-0000746;SHP-2025-0029513;2025-05-06 22:16:22;Late Delivery;Delivery date repeatedly changed;Email;FALSE
CMP-0003287;SHP-2026-0129390;2026-02-02 19:36:21;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0000174;SHP-2025-0007054;2025-01-26 13:57:13;Damaged Shipment;Contents damaged;Web Form;TRUE
CMP-0001984;SHP-2025-0080361;2025-09-29 16:59:38;Other;Tracking issue;Email;TRUE
CMP-0002737;SHP-2025-0109407;2026-01-03 09:09:04;Failed Delivery;Courier did not reach customer;Chat;TRUE
CMP-0003466;SHP-2026-0136774;2026-02-16 20:01:06;Incorrect Delivery;Other;Phone;FALSE
CMP-0004828;SHP-2026-0193477;2026-09-03 09:44:16;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0002135;SHP-2025-0085701;2025-10-20 19:26:11;Damaged Shipment;Package damaged;Phone;TRUE
CMP-0002150;SHP-2025-0086133;2025-10-05 07:50:09;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0003630;SHP-2026-0144212;2026-03-10 05:36:03;Late Delivery;Long transit time;Chat;TRUE
CMP-0002007;SHP-2025-0081049;2025-09-23 02:59:49;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0004994;SHP-2026-0199916;2026-09-17 17:39:26;Other;Wrong delivery instructions;Web Form;TRUE
CMP-0000666;SHP-2025-0026316;2025-04-18 16:33:14;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0003267;SHP-2026-0128985;2026-02-01 16:46:08;Late Delivery;Long transit time;Phone;TRUE
CMP-0006006;SHP-2026-0238191;2027-01-01 22:03:49;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0006092;SHP-2026-0240517;2027-01-04 11:46:33;Late Delivery;Delivered after promised date;Email;FALSE
CMP-0002935;SHP-2025-0115344;2025-12-04 11:55:21;Failed Delivery;Customer not available;Phone;TRUE
CMP-0004483;SHP-2026-0179646;2026-07-14 22:37:58;Late Delivery;Long transit time;Email;TRUE
CMP-0002969;SHP-2025-0116841;2025-12-22 15:10:21;Failed Delivery;Returned to sender;Web Form;TRUE
CMP-0002859;SHP-2025-0113007;2025-12-17 14:54:07;Late Delivery;Long transit time;Chat;TRUE
CMP-0002159;SHP-2025-0086378;2025-11-04 10:18:17;Other;Tracking issue;Phone;TRUE
CMP-0004084;SHP-2026-0163139;2026-05-18 20:22:42;Other;Other;Phone;TRUE
CMP-0005873;SHP-2026-0233488;2026-12-08 06:39:16;Failed Delivery;Customer not available;Web Form;TRUE
CMP-0004355;SHP-2026-0174946;2026-07-03 20:19:13;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0000640;SHP-2025-0025459;2025-04-19 05:16:09;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0000078;SHP-2025-0003091;2025-01-23 06:30:10;Other;Other;Chat;TRUE
CMP-0005813;SHP-2026-0231290;2026-11-20 00:18:25;Late Delivery;Long transit time;Phone;TRUE
CMP-0005188;SHP-2026-0208251;2026-09-26 16:11:54;Damaged Shipment;Package damaged;Phone;TRUE
CMP-0006019;SHP-2026-0238465;2026-12-18 16:01:56;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0004758;SHP-2026-0190752;2026-08-28 22:39:39;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0003376;SHP-2026-0133073;2026-02-15 00:40:08;Incorrect Delivery;Wrong delivery instructions;Chat;TRUE
CMP-0001049;SHP-2025-0042380;2025-05-25 07:36:27;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0001096;SHP-2025-0044221;2025-06-11 20:44:19;Failed Delivery;Customer not available;Email;TRUE
CMP-0003095;SHP-2025-0121046;2025-12-07 19:35:55;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0000607;SHP-2025-0024140;2025-03-04 09:11:52;Other;Other;Chat;TRUE
CMP-0005819;SHP-2026-0231482;2026-11-12 20:05:12;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0005375;SHP-2026-0215191;2026-10-24 17:25:11;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0003515;SHP-2026-0138709;2026-03-15 14:12:19;Failed Delivery;Repeated delivery attempt;Chat;TRUE
CMP-0000907;SHP-2025-0036028;2025-05-08 20:20:26;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0005021;SHP-2026-0200932;2026-10-02 23:17:23;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0003334;SHP-2026-0131731;2026-03-04 23:57:05;Late Delivery;Long transit time;Web Form;TRUE
CMP-0002480;SHP-2025-0100445;2025-11-30 12:18:34;Late Delivery;Long transit time;Web Form;TRUE
CMP-0002821;SHP-2025-0112061;2025-12-08 03:26:16;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0002664;SHP-2025-0107313;2026-01-06 07:30:55;Late Delivery;Long transit time;Chat;TRUE
CMP-0004178;SHP-2026-0166991;2026-06-04 04:14:11;Late Delivery;Long transit time;Web Form;TRUE
CMP-0001609;SHP-2025-0065066;2025-08-22 20:09:39;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0006045;SHP-2026-0239246;2026-12-12 20:17:39;Late Delivery;Long transit time;Email;TRUE
CMP-0005194;SHP-2026-0208399;2026-09-25 10:58:31;Lost Shipment;Shipment not delivered;Email;TRUE
CMP-0001011;SHP-2025-0040835;2025-05-31 12:43:43;Other;Other;Web Form;TRUE
CMP-0002899;SHP-2025-0114236;2025-12-11 20:37:08;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0005229;SHP-2026-0209511;2026-10-16 00:13:25;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0003005;SHP-2025-0118118;2026-01-04 15:12:53;Late Delivery;Long transit time;Phone;TRUE
CMP-0000240;SHP-2025-0009799;2025-02-22 23:12:35;Other;Other; Email ;TRUE
CMP-0001757;SHP-2025-0070204;2025-08-05 12:42:41;Other;Tracking issue;Email;TRUE
CMP-0001524;SHP-2025-0061081;2025-07-30 20:56:00;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0005541;SHP-2026-0221660;2026-11-14 16:28:43;Late Delivery;Long transit time;Email;TRUE
CMP-0000387;SHP-2025-0015697;2025-02-12 07:31:22;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0003253;SHP-2026-0127906;2026-01-27 10:21:31;Failed Delivery;Customer not available;Chat;TRUE
CMP-0000687;SHP-2025-0027585;2025-04-07 23:19:35;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0001649;SHP-2025-0066499;2025-08-18 11:01:43;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0003045;SHP-2025-0119692;2025-12-23 18:58:49;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0006381;SHP-2026-0249574;2026-12-24 12:14:58;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0001713;SHP-2025-0068770;2025-08-22 09:19:12;Other;Tracking issue;Web Form;TRUE
CMP-0001300;SHP-2025-0052250;2025-06-23 09:18:16;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0003850;SHP-2026-0152292;2026-04-26 11:02:17;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0006159;SHP-2026-0242300;2026-12-31 23:43:21;Damaged Shipment;Contents damaged;Email;FALSE
CMP-0001247;SHP-2025-0050437;2025-06-25 17:40:59;Other;Tracking issue;Email;TRUE
CMP-0001019;SHP-2025-0041211;2025-05-11 05:06:05;Incorrect Delivery;Other;Phone;TRUE
CMP-0005606;SHP-2026-0223815;2026-12-05 01:30:07;Other;Wrong delivery instructions;Phone;TRUE
CMP-0000045;SHP-2025-0001943;2025-01-07 12:14:07;Other;Tracking issue;Web Form;TRUE
CMP-0000759;SHP-2025-0029809;2025-04-23 21:30:04;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0004514;SHP-2026-0180595;2026-07-19 11:45:01;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0006379;SHP-2026-0249489;2026-12-17 09:11:13;Late Delivery;Long transit time;Phone;TRUE
CMP-0001966;SHP-2025-0079408;2025-09-03 19:22:21;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0001858;SHP-2025-0073870;2025-09-14 18:07:04;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0004431;SHP-2026-0177838;2026-06-07 22:08:20;Other;Wrong delivery instructions;Web Form;TRUE
CMP-0005197;SHP-2026-0208455;2026-09-26 13:07:50;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0003581;SHP-2026-0141665;2026-03-14 21:52:10;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0004363;SHP-2026-0175222;2026-06-27 15:23:45;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0004556;SHP-2026-0182350;2026-07-16 17:42:04;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0002687;SHP-2025-0108051;2025-12-29 17:38:06;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0003446;SHP-2026-0136220;2026-02-22 01:52:53;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0002641;SHP-2025-0106187;2025-11-08 01:41:22;Late Delivery;Long transit time;Chat;TRUE
CMP-0004730;SHP-2026-0189714;2026-08-17 13:37:02;Failed Delivery;Customer not available;Email;TRUE
CMP-0000022;SHP-2025-0001136;2025-01-27 13:16:10;Damaged Shipment;Package damaged;Email;TRUE
CMP-0000107;SHP-2025-0004490;2025-01-29 05:17:35;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0005436;SHP-2026-0217524;2026-10-16 02:14:27;Other;Tracking issue;Web Form;TRUE
CMP-0001851;SHP-2025-0073564;2025-09-21 04:06:41;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0001080;SHP-2025-0043609;2025-05-29 01:56:38;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0005604;SHP-2026-0223810;2026-11-24 18:22:03;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0004789;SHP-2026-0191740;2026-08-18 05:16:19;Other;Tracking issue;Phone;TRUE
CMP-0002181;SHP-2025-0087311;2025-10-23 19:18:24;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0005507;SHP-2026-0220370;2026-10-12 19:16:57;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0000860;SHP-2025-0034050;2025-04-30 10:05:03;Incorrect Delivery;Other;Phone;TRUE
CMP-0005165;SHP-2026-0207282;2026-10-01 15:07:02;Incorrect Delivery;Other;Email;TRUE
CMP-0000321;SHP-2025-0013082;2025-02-20 13:11:05;Lost Shipment;Shipment not delivered;Web Form;TRUE
CMP-0001881;SHP-2025-0075114;2025-09-24 17:45:03;Late Delivery;Long transit time;Phone;TRUE
CMP-0005318;SHP-2026-0213242;2026-10-07 04:59:33;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0005334;SHP-2026-0213684;2026-10-11 08:54:19;Other;Tracking issue;Email;TRUE
CMP-0005405;SHP-2026-0216178;2026-10-25 00:46:26;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0003303;SHP-2026-0130283;2026-02-25 07:22:02;Other;Wrong delivery instructions;Email;TRUE
CMP-0004894;SHP-2026-0196170;2026-08-09 05:49:03;Incorrect Delivery;Other;Web Form;TRUE
CMP-0005124;SHP-2026-0205145;2026-09-28 18:21:53;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0001554;SHP-2025-0062972;2025-08-01 13:22:18;Late Delivery;Long transit time;Email;TRUE
CMP-0001041;SHP-2025-0042018;2025-05-14 06:16:58;Other;Wrong delivery instructions;Web Form;TRUE
CMP-0002064;SHP-2025-0083351;2025-10-24 14:50:39;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0004493;SHP-2026-0179912;2026-07-28 20:01:41;Other;Wrong delivery instructions;Web Form;TRUE
CMP-0001658;SHP-2025-0066863;2025-08-26 04:11:05;Failed Delivery;Customer not available;Email;TRUE
CMP-0002094;SHP-2025-0084201;2025-10-31 07:50:52;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0000371;SHP-2025-0015047;2025-02-27 15:22:43;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0000403;SHP-2025-0016074;2025-03-10 06:41:27;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0000855;SHP-2025-0033522;2025-04-27 08:05:32;Other;Other;Phone;TRUE
CMP-0001598;SHP-2025-0064688;2025-08-29 21:54:05;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0004207;SHP-2026-0168437;2026-07-03 12:19:16;Late Delivery;Long transit time;Web Form;TRUE
CMP-0001559;SHP-2025-0063147;2025-07-30 08:37:47;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0002246;SHP-2025-0090413;2025-10-27 14:45:08;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0002131;SHP-2025-0085548;2025-10-18 23:58:46;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0002681;SHP-2025-0107965;2025-12-15 08:37:11;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0005794;SHP-2026-0230694;2026-11-17 20:31:27;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0002666;SHP-2025-0107324;2025-12-12 08:24:08;Failed Delivery;Returned to sender;Email;TRUE
CMP-0004272; SHP-2026-0171344 ;2026-06-30 22:18:46;Failed Delivery;Returned to sender;Email;TRUE
CMP-0003633;SHP-2026-0144326;2026-03-09 22:46:09;Failed Delivery;Customer not available;Web Form;TRUE
CMP-0003977;SHP-2026-0158516;2026-05-20 06:55:52;Other;Wrong delivery instructions;Phone;TRUE
CMP-0000043;SHP-2025-0001815;2025-01-15 10:26:33;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0005694;SHP-2026-0227356;2026-11-19 15:19:01;Other;Wrong delivery instructions;Email;TRUE
CMP-0003473;SHP-2026-0136884;2026-02-13 00:21:32;Other;Tracking issue;Email;TRUE
CMP-0003708;SHP-2026-0147052;2026-03-30 13:38:08;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0005052;SHP-2026-0202100;2026-09-24 21:48:34;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0004923;SHP-2026-0197192;2026-08-21 18:21:38;Incorrect Delivery;Other;Email;TRUE
CMP-0002020;SHP-2025-0081308;2025-10-01 14:09:21;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0004777;SHP-2026-0191461;2026-08-05 02:02:47;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0000392;SHP-2025-0015786;2025-02-16 17:21:08;Other;Tracking issue;Email;TRUE
CMP-0002038;SHP-2025-0082064;2025-09-28 14:36:33;Late Delivery;Long transit time;Email;TRUE
CMP-0002044;SHP-2025-0082394;2025-09-12 00:41:14;Late Delivery;Long transit time;Email;TRUE
CMP-0003967;SHP-2026-0157962;2026-05-05 21:31:30;Incorrect Delivery;Wrong delivery instructions;Chat;TRUE
CMP-0002809;SHP-2025-0111563;2026-01-06 03:28:45;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0002002;SHP-2025-0080919;2025-09-25 03:44:06;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0005040;SHP-2026-0201546;2026-09-25 15:33:40;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0000100;SHP-2025-0004038;2025-01-15 03:13:40;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0003550;SHP-2026-0140025;2026-04-02 23:51:29;Incorrect Delivery;Tracking issue;Phone;FALSE
CMP-0003768;SHP-2026-0149056;2026-04-13 15:21:37;Failed Delivery;Returned to sender;Web Form;TRUE
CMP-0005717;SHP-2026-0228241;2026-11-30 08:07:11;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0005096;SHP-2026-0204093;2026-09-16 22:19:51;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0006184;SHP-2026-0243015;2026-12-22 12:29:19;Late Delivery;Long transit time;Email;TRUE
CMP-0005104;SHP-2026-0204342;2026-09-11 13:16:57;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0006068;SHP-2026-0239942;2026-12-16 10:58:15;Incorrect Delivery;Other;Email;TRUE
CMP-0001364;SHP-2025-0054954;2025-08-04 16:42:32;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0006141;SHP-2026-0241764;2026-12-07 23:09:36;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0003916;SHP-2026-0155291;2026-04-15 03:02:57;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0004442;SHP-2026-0178439;2026-08-01 14:35:12;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0006341;SHP-2026-0248258;2026-12-20 21:39:08;Other;Other;Email;TRUE
